description,category,label
signs of struggle,0,Trace Evidence
crime scene showed signs of a struggle,0,Trace Evidence
officers noticed something is missing,0,Trace Evidence
lab results revealed calendar page torn off,0,Trace Evidence
forensics confirmed torn piece of fabric on the fence,0,Trace Evidence
officers noticed they committed fraud,3,Digital Evidence
weapon at scene,2,Weaponry
misplaced keys on the kitchen counter,0,Trace Evidence
investigators found victim was shot,2,Weaponry
dna found,1,Biological Evidence
forensics confirmed victim poisoned with rare toxin,1,Biological Evidence
investigators found embezzled funds and money fraud,3,Digital Evidence
evidence suggests they committed fraud,3,Digital Evidence
digital evidence recovered,3,Digital Evidence
detective uncovered armed suspect,2,Weaponry
evidence suggests shotgun at the scene,2,Weaponry
investigators found victim was blackmailing the suspect via email,3,Digital Evidence
lab results revealed misplaced keys on the kitchen counter,0,Trace Evidence
lab results revealed unauthorized bank transfer at 3 AM,3,Digital Evidence
detective uncovered fraud was committed,3,Digital Evidence
forensics confirmed missing pen from the desk,0,Trace Evidence
detective uncovered poison was used,1,Biological Evidence
lab results revealed massive credit card fraud detected,3,Digital Evidence
forensics confirmed camera footage exists,3,Digital Evidence
financial crime,3,Digital Evidence
officers noticed he stole money,3,Digital Evidence
he stole money,3,Digital Evidence
evidence suggests signs of a struggle,0,Trace Evidence
officers noticed murder weapon hidden under floorboards,2,Weaponry
money was stolen,3,Digital Evidence
lab results revealed cigarette butt near the entrance,0,Trace Evidence
lab results revealed faint smell of perfume in the hallway,0,Trace Evidence
chair knocked over,0,Trace Evidence
bank fraud,3,Digital Evidence
evidence suggests misplaced keys on the kitchen counter,0,Trace Evidence
lab results revealed blood on the wall,1,Biological Evidence
door was open,0,Trace Evidence
officers noticed victim had been drugged,1,Biological Evidence
investigators found victim had been drugged,1,Biological Evidence
detective uncovered gunshot residue on the suspect hands,2,Weaponry
detective uncovered poison detected in the wine glass,1,Biological Evidence
blood found,1,Biological Evidence
lab results revealed financial fraud linked to suspects account,3,Digital Evidence
forensics confirmed blood was found at the scene,1,Biological Evidence
blood found,1,Biological Evidence
officers noticed he stole money,3,Digital Evidence
investigators found encrypted messages found on suspects phone,3,Digital Evidence
footprints found,0,Trace Evidence
detective uncovered victim strangled with a rope,2,Weaponry
overturned chair in the kitchen,0,Trace Evidence
evidence suggests window was broken,0,Trace Evidence
victim had been drugged,1,Biological Evidence
lab results revealed heavy blunt object with blood found,2,Weaponry
evidence suggests suspect lied about alibi on camera,3,Digital Evidence
unauthorized bank transfer at 3 AM,3,Digital Evidence
officers noticed forged signature on the victims will,3,Digital Evidence
crime scene showed victim was blackmailing the suspect via email,3,Digital Evidence
officers noticed suspects fingerprints on the murder weapon,2,Weaponry
lab results revealed secret compartment found with stolen documents,3,Digital Evidence
evidence suggests armed robbery occurred,2,Weaponry
poison detected in the wine glass,1,Biological Evidence
officers noticed stabbed with a knife,2,Weaponry
financial crime,3,Digital Evidence
victim poisoned with rare toxin,1,Biological Evidence
officers noticed gunshot residue on the suspect hands,2,Weaponry
crime scene showed biological material recovered,1,Biological Evidence
credit card fraud,3,Digital Evidence
evidence suggests firearm recovered,2,Weaponry
crime scene showed footprints at the scene,0,Trace Evidence
crime scene showed toxicology confirms deliberate poisoning,1,Biological Evidence
investigators found suspect lied about alibi on camera,3,Digital Evidence
evidence suggests armed robbery occurred,2,Weaponry
rifle discovered,2,Weaponry
firearm recovered,2,Weaponry
crime scene showed torn piece of fabric on the fence,0,Trace Evidence
door was left open,0,Trace Evidence
detective uncovered deleted text messages recovered from victims phone,3,Digital Evidence
lab results revealed suspect lied about alibi on camera,3,Digital Evidence
detective uncovered victim poisoned with rare toxin,1,Biological Evidence
detective uncovered illegal firearm found in suspects car,2,Weaponry
officers noticed he was holding a weapon,2,Weaponry
investigators found misplaced keys on the kitchen counter,0,Trace Evidence
investigators found embezzled funds and money fraud,3,Digital Evidence
forensics confirmed hacked into the system,3,Digital Evidence
forensics confirmed signs of a struggle,0,Trace Evidence
crime scene showed financial records tampered,3,Digital Evidence
marks on the floor,0,Trace Evidence
lab results revealed armed robbery occurred,2,Weaponry
crime scene showed dna match confirmed,1,Biological Evidence
investigators found blood spatter pattern on the wall,1,Biological Evidence
crime scene showed suspect lied about alibi on camera,3,Digital Evidence
investigators found cigarette butt near the entrance,0,Trace Evidence
window broken,0,Trace Evidence
officers noticed victim had been drugged,1,Biological Evidence
officers noticed victim was shot,2,Weaponry
officers noticed pistol found at scene,2,Weaponry
he stole money,3,Digital Evidence
gun found,2,Weaponry
investigators found victim was blackmailing the suspect via email,3,Digital Evidence
he was holding a weapon,2,Weaponry
detective uncovered firearm recovered,2,Weaponry
forensics confirmed explosive device found,2,Weaponry
he was armed,2,Weaponry
lab results revealed suspect lied about alibi on camera,3,Digital Evidence
forensics confirmed encrypted messages found on suspects phone,3,Digital Evidence
detective uncovered calendar page torn off,0,Trace Evidence
spent shell casings found at the scene,2,Weaponry
officers noticed he shot the victim,2,Weaponry
detective uncovered financial records tampered,3,Digital Evidence
detective uncovered victim was blackmailing the suspect via email,3,Digital Evidence
detective uncovered murder weapon hidden under floorboards,2,Weaponry
officers noticed secret compartment found with stolen documents,3,Digital Evidence
she pulled out a gun,2,Weaponry
crime scene showed fraud was committed,3,Digital Evidence
detective uncovered suspect lied about alibi on camera,3,Digital Evidence
forensics confirmed cigarette butt near the entrance,0,Trace Evidence
detective uncovered massive credit card fraud detected,3,Digital Evidence
crime scene showed embezzled funds and money fraud,3,Digital Evidence
he was holding a weapon,2,Weaponry
forced entry,0,Trace Evidence
forensics confirmed clues found near the entrance,0,Trace Evidence
forensics confirmed body found with stab wounds in the cellar,2,Weaponry
crime scene showed gunshot residue on the suspect hands,2,Weaponry
he attacked with a weapon,2,Weaponry
evidence suggests unauthorized bank transfer at 3 AM,3,Digital Evidence
investigators found blood stains found on the kitchen floor,1,Biological Evidence
lab results revealed encrypted messages found on suspects phone,3,Digital Evidence
firearm recovered,2,Weaponry
chair knocked over,0,Trace Evidence
data was stolen,3,Digital Evidence
bank fraud,3,Digital Evidence
crime scene showed heavy blunt object with blood found,2,Weaponry
crime scene showed suspects dna found under victims fingernails,1,Biological Evidence
lab results revealed something is missing,0,Trace Evidence
crime scene showed calendar page torn off,0,Trace Evidence
she had a knife,2,Weaponry
officers noticed online transaction suspicious,3,Digital Evidence
crime scene showed scratches on the door lock,0,Trace Evidence
evidence suggests evidence of money fraud on the computer,3,Digital Evidence
dna match confirmed,1,Biological Evidence
officers noticed illegal firearm found in suspects car,2,Weaponry
crime scene showed cyanide vial discovered in the bin,1,Biological Evidence
lab results revealed there is blood on the floor,1,Biological Evidence
officers noticed toxin detected,1,Biological Evidence
detective uncovered chair knocked over,0,Trace Evidence
forensics confirmed digital evidence recovered,3,Digital Evidence
blood spatter pattern on the wall,1,Biological Evidence
unauthorized bank transfer at 3 AM,3,Digital Evidence
officers noticed blood was found at the scene,1,Biological Evidence
door was open,0,Trace Evidence
officers noticed financial fraud linked to suspects account,3,Digital Evidence
door was open,0,Trace Evidence
knife at scene,2,Weaponry
evidence suggests deleted text messages recovered from victims phone,3,Digital Evidence
forensics confirmed calendar page torn off,0,Trace Evidence
evidence suggests victim had been drugged,1,Biological Evidence
signs of struggle,0,Trace Evidence
officers noticed camera footage exists,3,Digital Evidence
officers noticed marks on the floor,0,Trace Evidence
firearm recovered,2,Weaponry
officers noticed money was stolen,3,Digital Evidence
detective uncovered missing pen from the desk,0,Trace Evidence
money fraud,3,Digital Evidence
evidence suggests data was stolen,3,Digital Evidence
victim poisoned with rare toxin,1,Biological Evidence
crime scene showed forged signature on the victims will,3,Digital Evidence
detective uncovered victim shows signs of blunt force trauma,2,Weaponry
evidence suggests victim had been drugged,1,Biological Evidence
forensics confirmed hacked into the system,3,Digital Evidence
evidence suggests clues found near the entrance,0,Trace Evidence
detective uncovered suspect passport shows false identity,3,Digital Evidence
forensics confirmed knife was found at the scene,2,Weaponry
lab results revealed armed robbery occurred,2,Weaponry
