statement,label
I demand to speak to my lawyer. I wasn't at home!,2
I was actively driving and minding my own personal business.,3
Are you accusing me of taking the documents?,2
"I told you already, I was working on a report! Leave me alone!",2
You have no right to ask me about the diner downtown!,2
"I didn't take the safe, you can check the cameras.",0
"Uh, i don't know anything about the black bag.",1
This is harassment! I didn't even know the security guard!,2
"Honestly, i was nowhere near the vicinity of home.",3
"Am I under arrest? If not, I'm leaving.",2
Why would I even want the safe? I am a very successful person.,3
I demand to speak to my lawyer. I wasn't at home!,2
"Because I was extremely tired, I had to go to the gym to start eating dinner.",3
I saw him leave holding the safe.,0
I have never seen the documents in my entire life.,0
"To tell you the truth, that man took the laptop, not me. He looked very suspicious.",3
I demand to speak to my lawyer. I wasn't at the parking garage!,2
"Am I under arrest? If not, I'm leaving.",2
"I told you already, I was sleeping! Leave me alone!",2
You cops are all the same. I don't know anything about the documents!,2
This is harassment! I didn't even know the security guard!,2
"Believe me, i would never do such a thing at 7:20 PM. It goes against my morals.",3
"Frankly, because I was extremely tired, I had to go to the warehouse to start sleeping.",3
I left the parking garage at late at night and drove straight to the parking garage.,0
Why are you targeting me? I was just sleeping!,2
"Um, i guess I could have seen the weapon, but I don't remember.",1
"Uh, i don't know anything about the car keys.",1
I swiped my keycard at the office at exactly 2:00 AM.,0
This is harassment! I didn't even know the security guard!,2
You cops are all the same. I don't know anything about the documents!,2
"Because I was extremely tired, I had to go to the warehouse to start sleeping.",3
"You know, maybe I was near my friend's apartment? It's hard to say.",1
You have no right to ask me about my friend's apartment!,2
"Um, maybe I was near the office? It's hard to say.",1
You have no right to ask me about the office!,2
Why would I even want the car keys? I am a very successful person.,3
"To tell you the honest truth, I was far away from the gas station.",3
I demand to speak to my lawyer. I wasn't at the parking garage!,2
"Believe me, i would never do such a thing at 2:00 AM. It goes against my morals.",3
I was actively sleeping and minding my own personal business.,3
I saw him leave holding the car keys.,0
"I didn't take the black bag, you can check the cameras.",0
"I told you already, I was walking my dog! Leave me alone!",2
"Believe me, to tell you the honest truth, I was far away from the parking garage.",3
I have never seen the black bag in my entire life.,0
"I didn't take the weapon, you can check the cameras.",0
I'm not answering any more questions about the weapon.,2
Prove it! You can't prove I was at the office at 3:45 PM!,2
This is harassment! I didn't even know my boss!,2
"Because I was extremely tired, I had to go to my friend's apartment to start walking my dog.",3
I have never seen the money in my entire life.,0
I have never seen the weapon in my entire life.,0
I was with my brother at the gas station while I was sleeping.,0
"I swear, because I was extremely tired, I had to go to the office to start working on a report.",3
My car was parked at home. I didn't go anywhere.,0
My car was parked at the subway station. I didn't go anywhere.,0
"The the car keys might have been moved, but it certainly wasn't by me.",3
I swiped my keycard at the gas station at exactly 1:30 PM.,0
Are you accusing me of taking the black bag?,2
"Uh, i guess I could have seen the documents, but I don't remember.",1
I saw him leave holding the weapon.,0
"I told you already, I was sleeping! Leave me alone!",2
I was nowhere near the vicinity of the diner downtown.,3
I have never seen the weapon in my entire life.,0
I demand to speak to my lawyer. I wasn't at the subway station!,2
This is harassment! I didn't even know my brother!,2
This is harassment! I didn't even know the security guard!,2
Why would I even want the safe? I am a very successful person.,3
Why are you targeting me? I was just eating dinner!,2
"Um, i don't know anything about the safe.",1
I demand to speak to my lawyer. I wasn't at home!,2
I was actively sleeping and minding my own personal business.,3
"Am I under arrest? If not, I'm leaving.",2
"I guess I could have seen the safe, but I don't remember.",1
I was sleeping at 9:15 AM.,0
My car was parked at the gas station. I didn't go anywhere.,0
"Honestly, i would never do such a thing at noon. It goes against my morals.",3
I was doing a lot of things around early morning.,1
I was with my brother at the subway station while I was talking on the phone.,0
"I didn't take the money, you can check the cameras.",0
"That man took the black bag, not me. He looked very suspicious.",3
I would never do such a thing at midnight. It goes against my morals.,3
"To tell you the honest truth, I was far away from the office.",3
"Uh, i might have been at the office, but my memory is foggy.",1
"Um, i don't know anything about the laptop.",1
I left the warehouse at noon and drove straight to the warehouse.,0
Prove it! You can't prove I was at my friend's apartment at 9:15 AM!,2
Why does it matter if I was eating dinner?,1
"Uh, i was doing a lot of things around 5:00 PM.",1
You have no right to ask me about the warehouse!,2
"Uh, i was doing a lot of things around late at night.",1
Why does it matter if I was walking my dog?,1
My car was parked at the gym. I didn't go anywhere.,0
"Frankly, the the safe might have been moved, but it certainly wasn't by me.",3
I was at exactly the diner downtown around 2:00 AM.,0
You have no right to ask me about my friend's apartment!,2
"That man took the car keys, not me. He looked very suspicious.",3
"To tell you the truth, because I was extremely tired, I had to go to the grocery store to start fixing my car.",3
Why are you targeting me? I was just fixing my car!,2
"I didn't take the safe, you can check the cameras.",0
Are you accusing me of taking the car keys?,2
"The the laptop might have been moved, but it certainly wasn't by me.",3
Could we talk about this later? My head hurts.,1
I saw him leave holding the money.,0
I was with my wife at home while I was watching a movie.,0
"I didn't take the black bag, you can check the cameras.",0
"That man took the laptop, not me. He looked very suspicious.",3
Are you accusing me of taking the black bag?,2
"The the weapon might have been moved, but it certainly wasn't by me.",3
You have no right to ask me about home!,2
"Because I was extremely tired, I had to go to the grocery store to start watching a movie.",3
"Um, let me think... I was probably at the office.",1
I would never do such a thing at 7:20 PM. It goes against my morals.,3
I swiped my keycard at the subway station at exactly 8:00 AM.,0
"Uh, maybe I was near the office? It's hard to say.",1
I left the parking garage at 9:15 AM and drove straight to the parking garage.,0
"Uh, maybe I was near the parking garage? It's hard to say.",1
The unfortunate events at the gym have absolutely nothing to do with me.,3
"I told you already, I was driving! Leave me alone!",2
Are you accusing me of taking the black bag?,2
I was nowhere near the vicinity of the subway station.,3
"Uh, why does it matter if I was watching a movie?",1
"You know, i might have been at the warehouse, but my memory is foggy.",1
"I told you already, I was fixing my car! Leave me alone!",2
"Am I under arrest? If not, I'm leaving.",2
"You know, why does it matter if I was watching a movie?",1
Prove it! You can't prove I was at the grocery store at midnight!,2
I'm not answering any more questions about the safe.,2
"Someone could say they saw me at the gas station, but they would be entirely mistaken.",3
I was working on a report at noon.,0
"Honestly, i was actively fixing my car and minding my own personal business.",3
